"alpha0","beta"
22.5301204819277,-1.4570281124498
24.136546184739,-1.36305220883534
23.9759036144578,-1.12289156626506
24.6184738955823,-0.778313253012048
21.8875502008032,0.0883534136546187
26.2248995983936,-0.371084337349397
25.421686746988,-1.66586345381526
23.1726907630522,-0.966265060240964
20.7630522088353,-1.09156626506024
27.1887550200803,-1.87469879518072
24.4578313253012,-0.621686746987952
24.136546184739,-0.68433734939759
23.9759036144578,-1.93734939759036
21.4056224899598,-0.934939759036144
23.0120481927711,-0.663453815261044
25.5823293172691,-0.538152610441767
23.0120481927711,-0.517269076305221
21.8875502008032,-1.32128514056225
24.7791164658635,-0.694779116465863
22.3694779116466,-0.903614457831325
26.2248995983936,-0.600803212851406
25.7429718875502,-0.099598393574297
23.6546184738956,-0.621686746987952
25.9036144578313,-1.33172690763052
23.4939759036145,-0.914056224899598
26.2248995983936,-1.07068273092369
24.4578313253012,-0.600803212851406
22.3694779116466,-0.642570281124498
23.9759036144578,-1.14377510040161
24.6184738955823,-0.71566265060241
23.1726907630522,-1.19598393574297
26.5461847389558,-0.224899598393574
23.1726907630522,-0.27710843373494
21.2449799196787,-0.402409638554217
25.5823293172691,-1.35261044176707
25.1004016064257,-1.80160642570281
26.0642570281125,-1.5718875502008
22.0481927710843,-0.694779116465863
23.6546184738956,-0.621686746987952
24.136546184739,-0.559036144578313
24.136546184739,-0.559036144578313
24.136546184739,-0.339759036144578
26.2248995983936,-1.31084337349398
20.9236947791165,-0.433734939759036
25.1004016064257,-1.39437751004016
23.8152610441767,-1.11244979919679
24.7791164658635,-1.11244979919679
22.3694779116466,-0.840963855421687
25.7429718875502,-0.726104417670683
24.6184738955823,-0.433734939759036
21.2449799196787,-0.0578313253012046
25.5823293172691,-1.3421686746988
23.0120481927711,-1.44658634538153
25.5823293172691,-0.788755020080321
24.2971887550201,-1.01847389558233
23.0120481927711,-1.04979919678715
26.5461847389558,-0.788755020080321
22.5301204819277,-1.19598393574297
24.9397590361446,-0.788755020080321
26.8674698795181,-0.955823293172691
22.5301204819277,-0.172690763052209
22.85140562249,-0.746987951807229
23.6546184738956,-0.663453815261044
22.85140562249,-0.872289156626506
25.421686746988,-1.51967871485944
